tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
23,112.97,2598.31,One year,Credit card (automatic),0
33,69.59,2296.47,Two year,Credit card (automatic),0
16,106.05,1696.8,Month-to-month,Credit card (automatic),1
23,34.0,782.0,Month-to-month,Mailed check,1
50,29.25,1462.5,Two year,Electronic check,0
3,55.89,167.67,Month-to-month,Mailed check,0
4,32.5,130.0,Month-to-month,Mailed check,1
9,39.99,359.91,Month-to-month,Credit card (automatic),0
11,24.89,273.79,Month-to-month,Electronic check,1
14,109.83,1537.62,Month-to-month,Electronic check,1
19,31.55,599.45,Month-to-month,Bank transfer (automatic),1
22,63.81,1403.82,One year,Bank transfer (automatic),0
21,81.61,1713.81,Month-to-month,Credit card (automatic),1
26,115.72,3008.72,Two year,Electronic check,0
14,90.14,1261.96,One year,Bank transfer (automatic),0
59,83.81,4944.79,Two year,Bank transfer (automatic),0
17,76.84,1306.28,Month-to-month,Credit card (automatic),1
19,69.27,1316.13,One year,Electronic check,1
12,46.05,552.6,One year,Mailed check,1
61,63.31,3861.91,Two year,Credit card (automatic),0
12,68.13,817.56,One year,Mailed check,0
0,105.68,0.0,Month-to-month,Electronic check,1
3,73.26,219.78,Month-to-month,Electronic check,1
4,49.29,197.16,Month-to-month,Bank transfer (automatic),1
10,36.51,365.1,Month-to-month,Bank transfer (automatic),0
4,60.11,240.44,Month-to-month,Electronic check,1
3,23.29,69.87,Month-to-month,Credit card (automatic),1
20,94.74,1894.8,One year,Electronic check,1
14,74.42,1041.88,Month-to-month,Electronic check,1
0,45.45,0.0,Month-to-month,Bank transfer (automatic),0
20,84.46,1689.2,One year,Electronic check,1
22,69.04,1518.88,One year,Mailed check,0
5,97.77,488.85,Month-to-month,Mailed check,1
14,22.26,311.64,Month-to-month,Credit card (automatic),0
65,117.15,7614.75,Two year,Bank transfer (automatic),1
62,43.59,2702.58,Two year,Mailed check,0
37,77.69,2874.53,Two year,Credit card (automatic),0
18,25.13,452.34,Month-to-month,Bank transfer (automatic),1
23,74.76,1719.48,One year,Credit card (automatic),0
10,108.16,1081.6,Month-to-month,Bank transfer (automatic),0
23,64.18,1476.14,One year,Credit card (automatic),0
53,115.82,6138.46,Two year,Electronic check,1
24,80.1,1922.4,Two year,Electronic check,1
17,109.32,1858.44,Month-to-month,Electronic check,1
24,107.43,2578.32,One year,Mailed check,0
21,63.41,1331.61,Month-to-month,Credit card (automatic),1
62,54.51,3379.62,Two year,Mailed check,0
12,30.73,368.76,One year,Bank transfer (automatic),0
23,20.02,460.46,Month-to-month,Electronic check,1
29,101.26,2936.54,Two year,Mailed check,0
55,116.66,6416.3,Two year,Electronic check,1
19,39.33,747.27,Month-to-month,Bank transfer (automatic),1
41,76.05,3118.05,Two year,Mailed check,0
21,86.56,1817.76,One year,Bank transfer (automatic),0
23,24.64,566.72,Month-to-month,Bank transfer (automatic),1
20,92.35,1847.0,One year,Electronic check,1
68,87.13,5924.84,Two year,Electronic check,0
12,113.66,1363.92,One year,Credit card (automatic),0
44,62.12,2733.28,Two year,Electronic check,0
14,68.55,959.7,Month-to-month,Bank transfer (automatic),1
1,46.35,46.35,Month-to-month,Bank transfer (automatic),1
6,52.14,312.84,Month-to-month,Electronic check,0
38,117.77,4475.26,Two year,Credit card (automatic),0
5,51.58,257.9,Month-to-month,Electronic check,1
18,100.42,1807.56,One year,Electronic check,1
16,43.21,691.36,One year,Electronic check,0
45,71.01,3195.45,Two year,Credit card (automatic),0
14,95.94,1343.16,Month-to-month,Bank transfer (automatic),1
12,111.5,1338.0,One year,Electronic check,1
32,24.32,778.24,Two year,Bank transfer (automatic),0
13,24.71,321.23,Month-to-month,Bank transfer (automatic),0
18,58.97,1061.46,One year,Electronic check,0
21,81.65,1714.65,Month-to-month,Credit card (automatic),1
19,81.16,1542.04,Month-to-month,Mailed check,1
53,70.76,3750.28,Two year,Credit card (automatic),0
22,24.89,547.58,Month-to-month,Electronic check,0
20,69.91,1398.2,Month-to-month,Bank transfer (automatic),1
5,42.8,214.0,Month-to-month,Bank transfer (automatic),0
13,70.34,914.42,Month-to-month,Electronic check,1
17,97.1,1650.7,Month-to-month,Bank transfer (automatic),1
11,116.97,1286.67,Month-to-month,Electronic check,1
15,69.73,1045.95,One year,Electronic check,0
36,117.6,4233.6,Two year,Mailed check,0
6,86.12,516.72,Month-to-month,Electronic check,1
45,104.9,4720.5,Two year,Bank transfer (automatic),0
10,34.55,345.5,Month-to-month,Electronic check,1
15,111.84,1677.6,One year,Electronic check,1
15,42.38,635.7,One year,Mailed check,0
71,56.34,4000.14,Two year,Electronic check,0
24,25.52,612.48,Two year,Electronic check,1
6,82.4,494.4,Month-to-month,Electronic check,0
6,38.18,229.08,Month-to-month,Credit card (automatic),1
45,104.45,4700.25,Two year,Bank transfer (automatic),0
8,110.89,887.12,Month-to-month,Electronic check,1
24,108.27,2598.48,One year,Mailed check,1
11,100.57,1106.27,Month-to-month,Mailed check,1
63,107.93,6799.59,Two year,Credit card (automatic),0
4,99.08,396.32,Month-to-month,Electronic check,1
19,61.81,1174.39,Month-to-month,Mailed check,0
61,37.29,2274.69,Two year,Bank transfer (automatic),0
12,82.2,986.4,One year,Electronic check,1
18,108.36,1950.48,Month-to-month,Mailed check,1
21,80.72,1695.12,Month-to-month,Mailed check,1
24,69.93,1678.32,Month-to-month,Credit card (automatic),1
11,71.6,787.6,Month-to-month,Electronic check,1
61,58.9,3592.9,Two year,Mailed check,0
15,109.28,1639.2,One year,Electronic check,1
13,108.65,1412.45,Month-to-month,Electronic check,1
59,26.65,1572.35,Two year,Mailed check,0
7,77.56,542.92,Month-to-month,Mailed check,1
19,62.12,1180.28,One year,Mailed check,0
0,36.32,0.0,Month-to-month,Electronic check,1
13,48.04,624.52,One year,Mailed check,0
8,112.51,900.08,Month-to-month,Electronic check,1
6,52.04,312.24,Month-to-month,Electronic check,1
24,87.72,2105.28,Month-to-month,Bank transfer (automatic),1
24,91.05,2185.2,One year,Credit card (automatic),0
9,101.88,916.92,Month-to-month,Bank transfer (automatic),0
18,95.3,1715.4,Month-to-month,Mailed check,1
14,106.28,1487.92,One year,Credit card (automatic),1
15,70.61,1059.15,One year,Electronic check,0
19,52.75,1002.25,One year,Bank transfer (automatic),1
68,60.6,4120.8,Two year,Mailed check,0
32,76.91,2461.12,Two year,Electronic check,1
66,103.1,6804.6,Two year,Electronic check,0
12,95.81,1149.72,Month-to-month,Bank transfer (automatic),0
18,98.11,1765.98,Month-to-month,Bank transfer (automatic),0
10,75.96,759.6,Month-to-month,Credit card (automatic),0
49,117.98,5781.02,Two year,Bank transfer (automatic),0
6,66.43,398.58,Month-to-month,Mailed check,1
43,27.51,1182.93,Two year,Bank transfer (automatic),0
23,79.54,1829.42,One year,Electronic check,1
12,46.95,563.4,Month-to-month,Credit card (automatic),1
12,55.6,667.2,One year,Electronic check,1
12,34.02,408.24,Month-to-month,Credit card (automatic),1
2,57.68,115.36,Month-to-month,Mailed check,0
9,62.08,558.72,Month-to-month,Credit card (automatic),0
9,77.92,701.28,Month-to-month,Bank transfer (automatic),1
12,119.09,1429.08,One year,Electronic check,1
39,71.64,2793.96,Two year,Bank transfer (automatic),0
60,21.99,1319.4,Two year,Mailed check,0
17,89.43,1520.31,One year,Credit card (automatic),0
5,60.34,301.7,Month-to-month,Bank transfer (automatic),1
18,110.9,1996.2,One year,Mailed check,1
12,42.45,509.4,One year,Mailed check,0
9,86.0,774.0,Month-to-month,Bank transfer (automatic),1
19,59.95,1139.05,One year,Credit card (automatic),0
24,28.73,689.52,Month-to-month,Mailed check,0
8,39.15,313.2,Month-to-month,Mailed check,1
21,94.47,1983.87,Month-to-month,Bank transfer (automatic),1
18,21.85,393.3,One year,Credit card (automatic),0
22,94.36,2075.92,One year,Electronic check,1
7,90.79,635.53,Month-to-month,Mailed check,1
5,35.4,177.0,Month-to-month,Electronic check,1
17,93.63,1591.71,Month-to-month,Electronic check,1
16,33.66,538.56,One year,Electronic check,1
21,72.29,1518.09,Month-to-month,Electronic check,1
16,83.38,1334.08,Month-to-month,Bank transfer (automatic),0
43,63.29,2721.47,Two year,Mailed check,0
6,112.74,676.44,Month-to-month,Mailed check,1
13,20.85,271.05,Month-to-month,Electronic check,1
28,40.5,1134.0,Two year,Bank transfer (automatic),0
34,91.85,3122.9,Two year,Credit card (automatic),1
10,75.33,753.3,Month-to-month,Credit card (automatic),1
13,30.32,394.16,Month-to-month,Mailed check,1
12,84.71,1016.52,Month-to-month,Electronic check,1
21,101.14,2123.94,Month-to-month,Electronic check,1
6,59.93,359.58,Month-to-month,Electronic check,1
22,72.69,1599.18,Month-to-month,Credit card (automatic),0
30,79.19,2375.7,Two year,Electronic check,0
24,88.76,2130.24,One year,Bank transfer (automatic),0
17,117.76,2001.92,One year,Credit card (automatic),0
18,63.79,1148.22,Month-to-month,Electronic check,1
23,118.81,2732.63,One year,Mailed check,1
16,42.11,673.76,One year,Credit card (automatic),0
4,56.2,224.8,Month-to-month,Electronic check,1
1,42.28,42.28,Month-to-month,Electronic check,1
45,31.7,1426.5,Two year,Mailed check,0
24,117.71,2825.04,One year,Electronic check,0
23,51.79,1191.17,Month-to-month,Electronic check,1
21,118.81,2495.01,Month-to-month,Credit card (automatic),0
18,71.19,1281.42,One year,Electronic check,1
19,25.14,477.66,One year,Electronic check,1
15,30.81,462.15,One year,Electronic check,1
6,42.1,252.6,Month-to-month,Credit card (automatic),1
23,38.15,877.45,One year,Electronic check,1
21,63.72,1338.12,One year,Electronic check,0
2,115.0,230.0,Month-to-month,Credit card (automatic),1
13,69.54,904.02,Month-to-month,Mailed check,0
24,67.16,1611.84,One year,Credit card (automatic),0
9,78.71,708.39,Month-to-month,Electronic check,1
19,49.2,934.8,One year,Electronic check,1
17,31.94,542.98,One year,Mailed check,0
0,105.89,0.0,Month-to-month,Electronic check,1
13,113.91,1480.83,Month-to-month,Mailed check,0
20,118.73,2374.6,Month-to-month,Mailed check,1
31,57.25,1774.75,Two year,Credit card (automatic),0
8,96.67,773.36,Month-to-month,Mailed check,1
20,88.23,1764.6,Month-to-month,Bank transfer (automatic),0
23,43.17,992.91,One year,Credit card (automatic),0
69,87.0,6003.0,Two year,Mailed check,0
19,114.32,2172.08,One year,Electronic check,1
21,103.83,2180.43,Month-to-month,Bank transfer (automatic),1
18,58.56,1054.08,One year,Bank transfer (automatic),0
36,107.35,3864.6,Two year,Mailed check,1
16,116.7,1867.2,Month-to-month,Bank transfer (automatic),1
13,94.75,1231.75,Month-to-month,Electronic check,0
60,97.22,5833.2,Two year,Electronic check,0
23,58.59,1347.57,Month-to-month,Bank transfer (automatic),1
24,27.88,669.12,Two year,Credit card (automatic),0
9,92.77,834.93,Month-to-month,Mailed check,1
6,67.62,405.72,Month-to-month,Bank transfer (automatic),1
6,36.94,221.64,Month-to-month,Bank transfer (automatic),1
8,118.26,946.08,Month-to-month,Bank transfer (automatic),0
3,106.57,319.71,Month-to-month,Credit card (automatic),1
8,24.55,196.4,Month-to-month,Mailed check,1
24,28.28,678.72,Month-to-month,Mailed check,1
21,98.5,2068.5,One year,Electronic check,1
12,79.5,954.0,Month-to-month,Credit card (automatic),0
19,95.2,1808.8,One year,Credit card (automatic),0
10,119.94,1199.4,Month-to-month,Bank transfer (automatic),0
48,80.3,3854.4,Two year,Bank transfer (automatic),0
24,64.61,1550.64,Two year,Credit card (automatic),0
14,20.62,288.68,One year,Credit card (automatic),1
24,101.14,2427.36,Month-to-month,Credit card (automatic),1
19,70.52,1339.88,One year,Bank transfer (automatic),0
10,19.7,197.0,Month-to-month,Bank transfer (automatic),1
10,87.15,871.5,Month-to-month,Credit card (automatic),1
2,53.53,107.06,Month-to-month,Bank transfer (automatic),0
66,105.42,6957.72,Two year,Mailed check,0
15,90.62,1359.3,One year,Electronic check,0
69,69.47,4793.43,Two year,Credit card (automatic),0
67,119.62,8014.54,Two year,Electronic check,0
3,67.18,201.54,Month-to-month,Credit card (automatic),1
21,89.39,1877.19,Month-to-month,Electronic check,1
44,110.07,4843.08,Two year,Electronic check,0
15,115.05,1725.75,Month-to-month,Electronic check,1
22,91.99,2023.78,One year,Credit card (automatic),1
21,96.17,2019.57,One year,Credit card (automatic),0
23,93.78,2156.94,One year,Mailed check,0
18,100.46,1808.28,One year,Credit card (automatic),1
2,52.7,105.4,Month-to-month,Electronic check,1
18,55.51,999.18,Month-to-month,Credit card (automatic),0
24,49.7,1192.8,Two year,Bank transfer (automatic),0
13,50.6,657.8,Month-to-month,Mailed check,1
20,85.7,1714.0,One year,Credit card (automatic),0
14,50.22,703.08,Month-to-month,Electronic check,0
21,64.49,1354.29,Month-to-month,Electronic check,1
22,21.5,473.0,Month-to-month,Bank transfer (automatic),1
8,119.68,957.44,Month-to-month,Bank transfer (automatic),1
15,47.73,715.95,Month-to-month,Credit card (automatic),0
4,102.44,409.76,Month-to-month,Credit card (automatic),1
23,93.04,2139.92,One year,Credit card (automatic),0
23,57.96,1333.08,One year,Credit card (automatic),0
12,73.89,886.68,One year,Credit card (automatic),0
24,57.92,1390.08,One year,Credit card (automatic),1
15,89.51,1342.65,One year,Electronic check,1
18,106.32,1913.76,Month-to-month,Electronic check,1
65,34.7,2255.5,Two year,Electronic check,1
14,39.4,551.6,One year,Electronic check,0
11,92.05,1012.55,Month-to-month,Bank transfer (automatic),1
14,56.41,789.74,One year,Credit card (automatic),0
12,27.8,333.6,One year,Electronic check,0
16,84.31,1348.96,Month-to-month,Electronic check,1
49,42.99,2106.51,Two year,Bank transfer (automatic),0
19,115.36,2191.84,Month-to-month,Electronic check,1
21,85.17,1788.57,Month-to-month,Bank transfer (automatic),0
41,82.5,3382.5,Two year,Bank transfer (automatic),0
3,67.9,203.7,Month-to-month,Electronic check,1
18,118.71,2136.78,Month-to-month,Electronic check,1
21,36.47,765.87,One year,Electronic check,0
21,30.77,646.17,One year,Mailed check,0
20,36.86,737.2,One year,Credit card (automatic),0
17,97.91,1664.47,Month-to-month,Bank transfer (automatic),1
17,90.8,1543.6,Month-to-month,Credit card (automatic),0
21,109.56,2300.76,Month-to-month,Bank transfer (automatic),1
20,63.62,1272.4,One year,Electronic check,1
20,34.44,688.8,Month-to-month,Bank transfer (automatic),0
31,69.63,2158.53,Two year,Electronic check,0
21,18.01,378.21,Month-to-month,Mailed check,1
42,85.23,3579.66,Two year,Mailed check,0
20,110.9,2218.0,One year,Bank transfer (automatic),0
23,28.1,646.3,One year,Mailed check,0
9,105.32,947.88,Month-to-month,Electronic check,1
18,54.62,983.16,Month-to-month,Bank transfer (automatic),1
16,44.59,713.44,One year,Electronic check,0
8,87.01,696.08,Month-to-month,Mailed check,0
20,92.73,1854.6,Month-to-month,Electronic check,0
17,75.49,1283.33,One year,Electronic check,0
4,50.27,201.08,Month-to-month,Electronic check,1
7,25.91,181.37,Month-to-month,Credit card (automatic),1
2,51.59,103.18,Month-to-month,Mailed check,1
33,106.62,3518.46,Two year,Bank transfer (automatic),0
7,56.62,396.34,Month-to-month,Mailed check,1
70,107.3,7511.0,Two year,Electronic check,0
46,89.45,4114.7,Two year,Electronic check,0
12,35.42,425.04,One year,Bank transfer (automatic),0
23,87.14,2004.22,Month-to-month,Electronic check,1
18,66.64,1199.52,One year,Credit card (automatic),1
4,85.07,340.28,Month-to-month,Mailed check,1
23,83.2,1913.6,One year,Electronic check,1
18,90.09,1621.62,One year,Bank transfer (automatic),1
56,47.26,2646.56,Two year,Credit card (automatic),0
7,49.13,343.91,Month-to-month,Bank transfer (automatic),0
44,104.22,4585.68,Two year,Mailed check,0
2,34.84,69.68,Month-to-month,Electronic check,1
19,100.45,1908.55,One year,Bank transfer (automatic),1
70,31.92,2234.4,Two year,Bank transfer (automatic),0
20,89.18,1783.6,One year,Bank transfer (automatic),0
23,18.74,431.02,One year,Credit card (automatic),0
23,85.44,1965.12,Month-to-month,Electronic check,0
67,80.14,5369.38,Two year,Credit card (automatic),0
72,71.4,5140.8,Two year,Bank transfer (automatic),0
16,54.04,864.64,Month-to-month,Credit card (automatic),1
3,52.47,157.41,Month-to-month,Electronic check,1
31,47.59,1475.29,Two year,Credit card (automatic),0
20,76.02,1520.4,Month-to-month,Electronic check,1
20,70.58,1411.6,Month-to-month,Credit card (automatic),0
55,23.86,1312.3,Two year,Credit card (automatic),0
3,18.53,55.59,Month-to-month,Electronic check,0
3,61.94,185.82,Month-to-month,Mailed check,1
13,30.63,398.19,Month-to-month,Credit card (automatic),1
7,66.01,462.07,Month-to-month,Bank transfer (automatic),1
17,100.78,1713.26,Month-to-month,Credit card (automatic),1
5,32.27,161.35,Month-to-month,Credit card (automatic),0
22,38.24,841.28,Month-to-month,Credit card (automatic),1
23,51.78,1190.94,Month-to-month,Mailed check,1
22,118.26,2601.72,One year,Credit card (automatic),1
21,90.86,1908.06,Month-to-month,Mailed check,1
20,92.05,1841.0,One year,Credit card (automatic),0
30,98.86,2965.8,Two year,Electronic check,1
21,42.12,884.52,Month-to-month,Electronic check,1
23,18.82,432.86,Month-to-month,Credit card (automatic),0
13,43.27,562.51,Month-to-month,Electronic check,1
24,29.73,713.52,Month-to-month,Electronic check,1
18,38.24,688.32,One year,Bank transfer (automatic),0
56,80.33,4498.48,Two year,Bank transfer (automatic),0
33,41.4,1366.2,Two year,Bank transfer (automatic),0
4,61.48,245.92,Month-to-month,Credit card (automatic),0
13,71.55,930.15,Month-to-month,Electronic check,1
51,66.88,3410.88,Two year,Electronic check,0
16,55.08,881.28,One year,Electronic check,0
12,36.54,438.48,One year,Electronic check,1
16,66.15,1058.4,One year,Electronic check,0
15,55.09,826.35,Month-to-month,Electronic check,1
17,96.59,1642.03,Month-to-month,Electronic check,1
23,97.44,2241.12,Month-to-month,Credit card (automatic),1
6,77.6,465.6,Month-to-month,Bank transfer (automatic),1
19,30.28,575.32,Month-to-month,Bank transfer (automatic),0
36,37.68,1356.48,Two year,Bank transfer (automatic),0
19,52.98,1006.62,Month-to-month,Credit card (automatic),0
70,33.67,2356.9,Two year,Electronic check,1
24,105.05,2521.2,Month-to-month,Bank transfer (automatic),0
52,82.25,4277.0,Two year,Credit card (automatic),0
16,113.0,1808.0,Month-to-month,Mailed check,1
22,116.68,2566.96,Month-to-month,Bank transfer (automatic),1
